Дата,Группа,№ Группы,№ Объявления,Тип площадки,Формат,Размер изображения,Тип устройства,Пол,Категория таргетинга,Упоминание брендов,Уровень платежеспособности,Возраст,Заголовок,Текст,Ссылка,Показы,Взвешенные показы,Клики,CTR (%),wCTR (%),Расход (руб.),Конверсия (%)/Товар добавлен в корзину,Конверсия (%)/Заказ оформлен,Конверсия (%)/Лид с Centra Market//Динамика,Конверсии/Товар добавлен в корзину,Конверсии/Заказ оформлен,Конверсии/Лид с Centra Market//Динамика
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,45-54,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,2,1.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,старше 55,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,18-24,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,0.78,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380826,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,младше 18,{PHRASEВелосипеды в Иркутске},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380826,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,45-54,{PHRASEВелосипеды в Иркутске},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380828,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,старше 55,Велосипеды в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380828,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,45-54,Велосипеды в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380828,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Велосипеды в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Каталог,4296804898,M-9591380830,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,45-54,Онлайн-каталог велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.81,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Каталог,4296804898,M-9591380830,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Онлайн-каталог велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.94,0,0.0,0.0,0.0,-,-,-,-,-,-
