Дата,Группа,№ Группы,№ Объявления,Тип площадки,Формат,Размер изображения,Тип устройства,Пол,Категория таргетинга,Упоминание брендов,Уровень платежеспособности,Возраст,Заголовок,Текст,Ссылка,Показы,Взвешенные показы,Клики,CTR (%),wCTR (%),Расход (руб.),Конверсия (%)/Товар добавлен в корзину,Конверсия (%)/Заказ оформлен,Конверсия (%)/Лид с Centra Market//Динамика,Конверсии/Товар добавлен в корзину,Конверсии/Заказ оформлен,Конверсии/Лид с Centra Market//Динамика
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,2,1.92,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,3,2.98,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,45-54,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.77,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,6-10%,45-54,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,3,3.37,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,25-34,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,7,2.66,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,4,2.62,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,6-10%,45-54,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.24,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380746,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,младше 18,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.82,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380746,поиск,графический,с изображением,десктоп,женский,Целевые запросы,не определено,Остальные,старше 55,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.04,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380746,поиск,графический,с изображением,десктоп,женский,Широкие запросы,не определено,Остальные,18-24,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380746,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.0,1,100.0,100.0,25.11,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,35-44,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.04,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,графический,с изображением,десктоп,мужской,Широкие запросы,не определено,Остальные,35-44,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.06,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,2,1.03,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,45-54,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,3,2.65,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,25-34,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.27,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,2,1.19,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,6-10%,35-44,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.12,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380750,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Купить велосипед Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Stels,4296804885,M-9591380750,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,6-10%,25-34,Купить велосипед Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Интернет,4296804887,M-9591380760,поиск,графический,с изображением,десктоп,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,35-44,Интернет-магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.8,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Интернет,4296804887,M-9591380760,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,45-54,Интернет-магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Интернет,4296804887,M-9591380760,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,35-44,Интернет-магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,0.17,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Интернет,4296804887,M-9591380760,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,25-34,Интернет-магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.93,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Интернет,4296804887,M-9591380762,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,2-5%,25-34,{PHRASEВелосипеды в Иркутске},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Интернет,4296804887,M-9591380764,поиск,текстовый,без изображения,мобильные,не определен,Целевые запросы,не определено,Остальные,не определен,Велосипеды в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.74,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380772,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,18-24,Магазин подростковых велосипедов,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380772,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин подростковых велосипедов,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380772,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Магазин подростковых велосипедов,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,2,1.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380772,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Магазин подростковых велосипедов,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380772,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,6-10%,45-54,Магазин подростковых велосипедов,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380774,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,35-44,{PHRASEКупить подростковый велосипед},Подростковые велосипеды в Иркутске и обл. От 6990 руб. Бесплатно сборка и настройка!,,1,1.03,1,100.0,97.15,33.46,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380774,поиск,графический,с изображением,десктоп,женский,Целевые запросы,не определено,Остальные,45-54,{PHRASEКупить подростковый велосипед},Подростковые велосипеды в Иркутске и обл. От 6990 руб. Бесплатно сборка и настройка!,,1,1.03,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Подростковый,4296804889,M-9591380778,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,младше 18,Купить подростковый велосипед,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,1,0.06,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Трехколесный,4296804891,M-9591380786,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин трехколесных велосипедов,Centra Market- Большой выбор трехколесных велосипедов. Более 40 моделей 2023 года,,1,0.86,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Трехколесный,4296804891,M-9591380788,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,{PHRASEКупить трехколесный велосипед},Трехколесные детские велосипеды в Иркутске и обл. От 3450 руб. Модели 2023 года,,1,0.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Трехколесный,4296804891,M-9591380790,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,25-34,Купить трехколесный велосипед,Трехколесные велосипеды в Иркутске. 40 моделей. От 3450 руб. Действует Модели 2023 г.,,1,0.91,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,женский,Запросы с упоминанием конкурентов,не определено,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,младше 18,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.8,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,1.03,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,45-54,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.8,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,десктоп,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,45-54,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.88,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,десктоп,женский,Целевые запросы,не определено,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,2,1.89,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,не определено,не определено,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.65,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,старше 55,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,2,2.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.78,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,45-54,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,2,1.72,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,женский,не определено,не определено,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380808,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,младше 18,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.66,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380808,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,2,1.62,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Иркутск,4296804894,M-9591380808,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,2,2.0,1,50.0,50.0,38.24,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,45-54,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,0.17,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,графический,с изображением,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,графический,с изображением,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.0,1,100.0,100.0,19.41,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,десктоп,мужской,Целевые запросы,не определено,Остальные,45-54,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,18-24,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.93,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,0.63,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,1.08,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,младше 18,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,18-24,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.93,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,3,3.05,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,45-54,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,2,2.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,старше 55,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,2-5%,старше 55,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.74,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,не определено,Остальные,старше 55,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.7,1,100.0,142.86,25.85,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,женский,Запросы с упоминанием конкурентов,не определено,Остальные,младше 18,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,18-24,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,2,1.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,45-54,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,25-34,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Запросы с упоминанием конкурентов,не определено,Остальные,старше 55,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.94,1,100.0,106.57,68.44,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,женский,Запросы с упоминанием конкурентов,не определено,Остальные,25-34,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.94,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380822,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,18-24,Купить велосипед,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.03,1,100.0,97.15,46.35,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380822,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,18-24,Купить велосипед,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.31,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380822,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Купить велосипед,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.12,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Купить,4296804896,M-9591380822,поиск,текстовый,без изображения,мобильные,женский,Запросы с упоминанием конкурентов,не определено,Остальные,младше 18,Купить велосипед,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.66,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,2,1.91,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,0.8,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,графический,с изображением,десктоп,женский,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,1.03,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,25-34,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
24.06.2023,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,не определено,Остальные,35-44,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,3,0.26,0,0.0,0.0,0.0,-,-,-,-,-,-
